psoc_code,occupation_title
5211,burger machine salesperson
5211,peanut butter market vendor
5211,peanut butter stall vendor
5211,viand (ulam) stall vendor
5211,uling and niyog market vendor
5211,egg market vendor
5211,calamansi stall vendor
5211,calamansi market vendor
5211,meryenda stall vendor
5211,mami pares stall vendor
5211,egg stall vendor
5211,street food stall vendor
5211,banana cue stall vendor
5211,balot stall vendor
5211,native cake market vendor
5211,native cake stall vendor
5211,kakanin market vendor
5211,pares stall vendor
5211,public market vendor
5211,kakanin stall vendor
5211,maruya stall vendor
5211,sampaguita vendor/owner
5211,tinapa market vendor
5211,tinapa stall vendor
5211,cook food stall vendor
5211,ukay ukay shoes stall vendor
5211,ukay ukay stall vendor
5211,flower pot stall vendor
5211,food stall vendor
5211,fried chicken stall vendor
5211,milktea stall vendor
5211,coconut oil market vendor
5211,mineral water stall vendor
5211,fruit market vendor
5211,fruit stall vendor
5211,kiosk salesperson
5211,fish stall vendor
5211,kitchen ware stall vendor
5211,vegetable market vendor
5211,frozen food stall vendor
5211,frozen food market vendor
5211,meat stall vendor
5211,meat market vendor
5211,fish market vendor
5211,market vendor
5211,market salesperson
5211,vegetable stall vendor
5211,market stallholder
5211,souvenir items stall vendor
5211,ihaw ihaw stall vendor
5211,chicken market vendor
5211,coffee stall vendor
5211,stall salesperson
5211,street stall sales assistant
5211,street stall vendor
5211,barbecue stall vendor
5211,street stall salesperson
5211,market stall holder
5211,inasal stall vendor
5212,street food salespersons
5212,mineral water vendor
5212,boiled/cooked mais vendor
5212,cooked seafood vendor
5212,pastil vendor
5212,siomai vendor
5212,hotcake vendor
5212,puto maya vendor
5212,sorbetes ice cream vendor
5212,rolling store vendor (immediate consumable food)
5212,inasal vendor
5212,meryenda vendor
5212,viand (ulam) vendor
5212,kikiam vendor
5212,mami pares vendor
5212,peanut butter vendor
5212,banana cue vendor
5212,food hawker
5212,ihaw ihaw vendor
5212,ice scramble vendor
5212,ice cream vendor
5212,snack vendor
5212,native cake vendor
5212,kakanin vendor
5212,fried chicken vendor
5212,food vendor
5212,cook food vendor
5212,taho vendor
5212,almusal vendor
5212,dirty ice cream vendor
5212,balot vendor
5212,barbecue vendor
5212,burger vendor
5212,assorted street food vendor
5212,street food vendor
5221,shopkeepers
5221,grocer
5221,newsagent
5221,shopkeeper
5221,store keeper
5221,shop keeper
5221,bakery store owner
5221,bamboo & nipa retailer
5221,bottled water retailer
5221,car washing owner
5221,coke retailer
5221,egg store owner
5221,flower shop owner
5222,shop supervisors
5222,checkout supervisor
5222,shop supervisor
5222,store supervisor
5222,supermarket supervisor
5222,sales supervisor
5222,branch supervisor
5222,shop sales supervisor
5222,market supervisor
5223,shop sales assistants
5223,retail establishment salesperson
5223,sales clerk
5223,shop assistant
5223,store sales clerk
5223,wholesale establishment salesperson
5223,shop sale assistant
5223,flower shop helper
5223,farm supply helper
5223,saleslady
5223,salesman
5223,grocery salesman
5223,electric shop helper
5223,salesperson
5223,store sales assistant
5223,store assistant
5223,senior sales agent
5223,customer assistant
5223,online selling helper
5223,area merchandizer salesman
5223,fruit sales assistant
5223,cafe restaurant sales assistant
5223,meat seller sales assistant
5223,home credit salesperson
5223,sale marketing associate
5223,sales associate
5230,cashiers and ticket clerks
5230,cash clerk
5230,cash register clerk
5230,cashier
5230,checkout operator
5230,service station cashier
5230,store cashier
5230,entertainment and sporting event ticket issuing clerk
5230,toll collector
5230,entertainment and sporting events ticket issuing clerk
5230,jueteng cashier
5230,restaurant cashier
5230,cashier clerk
5230,ticketer
5230,teller
5230,swertres asher
5230,lotto outlet teller
5230,ticketing teller
5230,ticket clerk
5230,office clerk cashier
5230,billing section cashier
5230,cashier ticket clerk
5230,on call cashier
5241,fashion and other models
5241,advertising model
5241,artist's model
5241,fashion model
5241,on call freelance model
5242,sales demonstrators
5242,demonstrator
5242,product demonstrator
5242,promodizer
5242,sales merchandiser
5242,promoter
5242,product endorser
5242,sales staff
5243,door to door salespersons
5243,door to door meat vendor
5243,door to door tinapa vendor
5243,door to door dried fish vendor
5243,door to door food vendor
5243,door to door peanut butter vendor
5243,door to door yakult vendor
5243,door to doot meryenda vendor
5243,party plan salesperson
5243,door to door salesperson
5243,door to door kakanin vendor
5243,door to door fish vendor
5243,door to doort vegetable vendor
5243,door to door banana cue vendor
5243,door to door sales representative
5243,door to door food supplement dealer
5243,door to doot sipit vendor
5243,door to door barley dealer
5243,door to door snacks vendor
5244,contact center salespersons
5244,call center salesperson
5244,customer contact center salesperson
5244,sales and marketing call center agent
5244,telemarketer
5244,telemarketing agent
5244,telemarketing sales representative
5244,telemarketing salesperson
5244,telephone salesperson
5244,internet salesperson
5245,service station attendants
5245,electric vehicle (ev) charging service attendant
5245,gas station attendant
5245,marina attendant
5245,service station attendant
5245,electric vehicle (ev) charging service personnel/attendant
5245,gasoline boy
5245,pump attendant
5246,food service counter attendants
5246,cafeteria counter attendant
5246,food counter attendant
5246,food service assistant
5246,salad bar attendant
5246,food service counter assistant
5246,food server counter attendant
5246,food prepairer
5246,food service attendant
5247,online selling salespersons
5247,online seller
5247,online seller assistant
5247,online store merchant
5247,online store worker
5247,online clothing seller
5247,online food seller
5247,online business
5249,sales workers not elsewhere classified
5249,rental salesperson
5249,sales worker
5249,buy and sell agent
5311,child care workers
5311,babysitter
5311,child care attendant
5311,child care provider
5311,child care staff
5311,child care worker
5311,creche ayah
5311,family day care worker
5311,nanny
5312,teachers aides
5312,pre-school assistant
5312,teacher's assistant
5312,nursery teacher
5312,kindergarden teacher
5312,online teacher
5312,subject tutor
5312,teacher aide
5312,intern teacher
5312,volunteer teacher
5312,substitute teacher
5321,health care assistants
5321,barangay health aide
5321,clinic or hospital birth assistant
5321,clinic or hospital nursing aide
5321,hospital attendant
5321,hospital nursing aide
5321,institution-based caregiver
5321,nursing attendant
5321,patient care assistant
5321,psychiatric aide
5321,birth assistant
5321,hospital or clinic nursing aide
5321,midwifery attendant
5321,nursing aide
5321,health care assistant
5321,midwife
5321,emergency response team
5322,home-based personal care workers
5322,home birth assistant
5322,home care aide
5322,home nursing aide
5322,home-based caregiver
5322,personal care provider
5322,caregiver
5322,old sitter
5329,personal care workers in health services not elsewhere classified
5329,dental aide
5329,first aid assistant
5329,first aid attendant
5329,hospital orderly
5329,medical imaging assistant
5329,pharmacy aide
5329,phlebotomist
5329,sterilization aide
5329,dental aid
5329,traditional healer (manghihilot)
5411,firefighters
5411,aircraft accidents firefighter
5411,firefighter
5411,fireman
5411,forest firefighter
5411,fire fighter volunteer
5411,firewoman officer
5412,police officers
5412,constable
5412,police patrol officer
5412,police patrolman
5412,policeman
5412,police officer
5412,police staff sergeant
5412,police master sergeant
5412,police woman
5412,chief of police
5412,police corporal
5412,patrolman
5412,police colonel
5412,senior police officer
5413,prison guards
5413,correctional guard
5413,jail guard
5413,prison guard
5413,prison warden
5413,civil guard
5413,correctional officer
5413,senior jail officer
5413,jail officer
5413,correction officer
5414,security guards
5414,aviation security guard
5414,bodyguard
5414,bouncer
5414,civilian guard
5414,customs gatekeeper
5414,doorkeeper
5414,gatekeeper
5414,guard patrol
5414,harbor patrol
5414,museum guard
5414,roving guard
5414,security agent
5414,security guard
5414,security officer
5414,security patrolman
5414,surveillance officer
5414,watchman
5414,watchman/watchwoman
5414,club bouncer
5414,escourt guard
5414,k9 caretaker
5414,lady guard
5414,company guard
5414,machine guard
5414,bank security guard
5414,provincial security guard
5414,private security guard
5414,establishment security guard
5414,school guard
5414,private establishment security guard
5414,subdivision security guard
5419,protective services workers not elsewhere classified
5419,animal control officer
5419,beach patrolman/patrolwoman
5419,coastguard
5419,crossing guard
5419,forest protection officer
5419,game warden
5419,lifeguard
5419,rescue service personnel
5419,traffic aide
5419,traffic enforcer
5419,traffic warden
5419,engine crew
6111,rice farmers
6111,palay crop farmer
6111,rice farmer
6111,palay farmer
6111,"irrigated, rice farmer"
6111,"lowland, rice farmer"
6111,"rainfed, rice farmer"
6111,"upland, rice farmer"
6112,corn farmers
6112,corn farmer
6113,"vegetable, legumes and root crops farmers"
6113,chinese cabbage helper
6113,root crops farmer
6113,vegatable/root crops farmer
6113,"vegetable, legumes and root crops"
6113,root crops & vegetable farmers
6113,"root crops, legumes"
6113,"farmer legumes, crops"
6113,crop farmer
6113,chinese cabbage farmer
6113,cabbage farmer
6113,eggplant farmer
6113,cauliflower farmer
6113,ampalaya farmer
6113,pepper farmer
6113,carrot farmer
6113,california pepper farmer
6113,camote farmer
6113,cassava farmer
6113,gabi farmer
6113,mongo beans farmer
6113,peanut farmer
6113,pechay farmer
6113,roots vegetable farmer
6113,beans farmer
6113,soybeans farmer
6113,broccoli farmer
6113,sweet potato farmer
6113,tomato farmer
6113,ube farmer
6113,white potato (irish potato) farmer
6113,okra vegetable farmer
6113,rootcrops farmer
6113,luya farmer
6113,squash farmer
6113,cucumber farmer
6113,lemon grass farmer
6113,ginger farmer
6114,sugarcane farmers
6115,coconut farmers
6115,coconut farmer
6115,copra farmer
6115,tuba gatherer
6115,coconut farm operator
6116,other field crop farmers
6116,abaca farmer
6116,achuete farmer
6116,black pepper farmer
6116,cotton farmer
6116,garlic/onion (and other spices) farmer
6116,jute farmer
6116,laurel farmer
6116,ramie farmer
6116,sisal farmer
6116,tobacco farmer
6117,tree and shrub crop growers
6117,banana farmer
6117,cacao farmer
6117,cashew nut farmer
6117,calamansi farmer
6117,castanas farmer
6117,citrus farmer
6117,coffee farmer
6117,fruit farmer
6117,mango farmer
6117,pili nut farmer
6117,pineapple farmer
6117,rubber tapper
6117,rubber tree farmer
6117,tea farmer
6117,viticulturist
6117,fruit bearing farmer
6117,rubber farmer
6118,"gardeners, horticultural and nursery growers"
6118,bamboo shoot grower
6118,foliage propagator
6118,horticulturist
6118,landscape gardener
6118,market gardener
6118,mushroom cultivator
6118,orchid plant grower
6118,rose grower
6118,flower farmer
6119,"other market gardeners and crop growers, not elsewhere classified"
6121,livestock farmer
6121,carabao farmer
6121,cattle farmer
6121,cattle herder
6121,goat farmer
6121,horse breeder
6121,livestock stockman
6121,shepherd
6121,cow farmer
6122,dairy farmer
6123,eggs producers
6123,egg collector
6123,egg hatcher
6123,egg manufacturing
6123,chicken eggs producer
6124,chicken farmer
6124,chicken breeder
6124,chicken meat producer
6124,"poultry tender, chicken"
6124,native chicken raiser
6125,duck raisers
6125,duck meat producer
6125,duck breeder
6125,duck farmer/raiser
6125,duck farmer
6125,"poultry tender, duck"
6126,poultry producers
6126,poultry breeder (other than chicken and duck)
6126,poultry farmer (other than chicken and duck)
6126,poultry tender (other than chicken and duck)
6126,quail farmer
6126,turkey farmer
6126,poultry producer
6127,hog raising producers
6127,hog farmer
6127,hog raiser
6127,pig farmer
6127,pigery
6128,apiarists and sericulturists
6128,apiary farmer (apiarist)
6128,beekeeper
6128,beekeeping farmer
6128,silkworm farmer (sericulturist)
6129,animal producers not elsewhere classified
6129,crocodile farmer
6129,earthworm farmer (vermiculturist)
6129,fur farmer (non-domesticated animals)
6129,game bird breeder
6129,game fowl raiser
6129,ostrich farmer
6129,reptile farmer
6129,snail breeder
6129,gamefowl raiser
6130,mixed crop and animal producers
6130,mixed crop and animal producer
6130,farmer (mixed farming)
6130,mixed crop and livestock farmer
6130,skilled farm worker (mixed farming)
6130,skilled farm worker (mixed crop and livestock)
6211,forest tree planters
6211,forest ranger
6211,watershed forester
6212,concessionaires and loggers
6212,log marker
6212,log scaler
6212,logger
6212,logging climber
6212,lumber grader
6212,lumberjacks
6212,rafter
6212,timber cruiser
6212,timber inspector
6212,tree feller
6212,tree marker
6212,log workers
6213,charcoal makers and related workers
6213,charcoal burner
6213,charcoal maker
6214,minor forest product gatherers
6214,rattan gatherer
6214,wild honey and beeswax gatherer
6214,wild mushroom gatherer
6214,wild orchids gatherer
6221,milkfish and tilapia producers
6221,bangus farm producer
6221,bangus farmer
6221,tilapia farm producer
6221,tilapia farmer
6221,fish farmer
6221,fish hatchery manager
6221,seafood farmer
6221,fish pond operator
6222,seaweeds producers
6222,agar-agar producers
6222,carrageenan producers
6222,seaweed cultivator
6222,seaweed farmer
6223,prawn producers
6223,prawn farm cultivator
6223,deep sea fishing master
6224,oysters and mussels producers
6224,mussel cultivator
6224,mussel farmer
6224,oyster cultivator
6224,oyster farmer
6225,other aqua products producers
6225,algae cultivator
6225,"aquarium fish farm operator (goldfish, corals, etc.)"
6225,fish hatchery/nursery farm operator
6225,frog raiser
6225,pearl cultivator
6225,fisherman
6226,inland and coastal waters fishery workers
6226,coastal fishery skipper
6226,coastal water fishery workers
6226,coastal waters fisher
6226,coastal waters fishing vessel skipper
6226,inland water fishery workers
6226,inland waters fisher
6226,coastal fisherman
6226,fish pond worker
6226,crab fisherman
6226,hook and line fisherman
6226,freshwater fisherman
6226,net fisherman
6227,deep-sea fishery workers
6227,deep-sea fisher
6227,trawler skipper
6228,hunters and trappers
6229,fishermen not elsewhere classified
6229,fish catcher for aquarium
6229,oyster diver
6229,pearl diver
6229,sea moss gatherer
6229,commercial diver
6310,subsistence crop farmers
6310,subsistence crop farmer
6310,subsistence gardener
6310,subsistence vegetable grower
6310,scavenging of leftover palay
6320,subsistence livestock farmers
6320,subsistence cattle farmer
6330,subsistence mixed crop and livestock farmers
6330,mixed subsistence farmer
6340,"subsistence fishers, hunters, trappers and gatherers"
6340,subsistence collector
6340,subsistence diver
6340,subsistence fisher
6340,subsistence gatherer
6340,gathering of fish
7111,house builders
7111,house builder
7111,house construction helper
7112,bricklayers and related workers
7112,block layer
7112,bricklayer
7112,chimney builder
7112,paver
7112,refractory bricklayer
7112,hollow blocks maker
7113,"stonemasons, stone cutters, splitters and carvers"
7113,granite cutter
7113,monument mason
7113,stone carver
7113,stone cutter
7113,stone lathe operator
7113,stone polisher
7113,stonemason
7113,stone cutter using hand or hand-powered tools
7113,stone polisher using hand or hand-powered tools
7113,stone splitter using hand or hand-powered tools
7113,construction mason
7113,mason
7113,mason laborer
7113,building construction mason
7113,marble worker
7113,mason welder
7113,stone splitter
7114,"concrete placers, concrete finishers and related workers"
7114,cement finisher
7114,concrete finisher
7114,concrete placer
7114,concrete shutterer
7114,reinforced concreter
7114,terrazzo worker
7115,carpenters and joiners
7115,carpenter
7115,door installer
7115,finish carpenter
7115,framer
7115,joiner
7115,wood shipwright
7115,carpenters
7115,house furniture carpenter
7115,construction carpenter
7115,nipa house builder
7115,ceiling installer
7115,repairman
7115,pumpboat maker
7115,on call carpenter
7119,building frame and related trades workers not elsewhere classified
7119,building wrecker
7119,prefabricated building assembler
7119,scaffolder
7119,skilled demolition worker
7119,steeplejack
7121,roofers
7121,asphalt roofer
7121,composite materials roofer
7121,metal roofer
7121,roof fixer
7121,slate roofer
7121,thatcher
7121,tile roofer
7121,roofing contractor
7122,floor layers and tile setters
7122,carpet layer
7122,floor layer
7122,floor tiler
7122,marble setter
7122,parquetry worker
7122,tile setter
7122,wall tiler
7122,wall and floor tiler
7122,vinyl installer
7123,plasterers
7123,dry wall plasterer
7123,fibrous plasterer
7123,ornamental plasterer
7123,plasterer
7123,solid plasterer
7123,stucco plasterer
7124,insulation workers
7124,acoustic insulation worker
7124,boiler and pipe insulation worker
7124,insulation installer
7124,insulation worker
7124,refrigeration and air-conditioning equipment insulation worker
7124,aluminum installer
7125,glaziers
7125,autoglazier
7125,building glazier
7125,glass decorator
7125,glazier fabricator
7125,leaded-glass glazier
7125,plate-glass fitter
7125,roofing glazier
7125,vehicle glazier
7125,glass installer
7126,plumbers and pipe fitters
7126,aircraft pipe and tube fitter
7126,drain technician
7126,gas fitter
7126,gas pipe fitter
7126,marine pipe fitter
7126,pipe fitter
7126,pipe layer
7126,pipeline inspector
7126,plumber
7126,ventilation pipe fitter
7126,plumbers and pipe filters
7126,plumbing contractor
7126,water tank repairers
7127,air conditioning and refrigeration mechanics
7127,air conditioning equipment mechanic
7127,air duct installer
7127,refrigeration mechanic
7127,air conditioning installer
7127,air conditioning technician
7127,air conditioning maintenance
7131,painters and related workers
7131,building painter
7131,construction painter
7131,house painter
7131,paperhanger
7131,painter laborer
7131,paint mixer operator
7132,spray painters and varnishers
7132,aircraft painter
7132,car painter
7132,furniture spray painter
7132,manufactured articles painter
7132,manufactured articles varnisher
7132,upholstery painter
7132,varnisher
7132,automotive painter
7132,vehicle painter
7132,buses painter
7132,truck painter
7133,building structure cleaners
7133,building exteriors cleaner
7133,building exteriors sandblasters
7211,metal molders and coremakers
7211,car parts molder
7211,coremaker
7211,filler metal molder
7211,metal bench molder
7211,metal castings molder
7211,metal mold maker
7212,welders and flame cutters
7212,auto body welder
7212,brazier
7212,construction welder
7212,"electric arc welder, machine"
7212,electric welder
7212,flux-cored arc welder
7212,gas tungsten arc welder
7212,orbital welder
7212,pipe welder
7212,resistance welder
7212,shielded metal arc welder
7212,thermite welder
7212,welder
7212,welder construction
7212,welder helper
7213,sheet metal workers
7213,aircraft sheet metal worker
7213,boilersmith
7213,coppersmith
7213,ornamental sheet metal worker
7213,panel beater
7213,plate metal worker
7213,sheet metal marker
7213,tinsmith
7213,vehicle sheet metal worker
7213,tinsmithing
7213,metal worker
7213,steel laborer
7213,metal furniture assembler
7214,structural metal preparers and erectors
7214,constructional steel erector
7214,iron works fabricator
7214,metal shipwright
7214,pneumatic riveter
7214,reinforcing iron worker
7214,riveter
7214,ship plater
7214,structural metal erector
7214,structural metal marker
7214,structural metal preparer
7214,steelman
7215,riggers and cable splicers
7215,aircraft rigger
7215,cable and rope splicer
7215,gas-drilling rigger
7215,hoisting equipment rigger
7215,oil-drilling rigger
7215,ship rigger
7215,suspension bridge cable worker
7215,theatrical rigger
7215,tower rigger
7221,"blacksmiths, hammersmiths, and forging press workers"
7221,blacksmith
7221,drop-hammer worker
7221,forging press worker
7221,hammersmith
7221,metal former
7221,wire drawer
7222,tool makers and related workers
7222,die maker
7222,gauge maker
7222,gunsmith
7222,jig maker
7222,locksmith
7222,metal marker
7222,metal patternmaker
7222,patternmaker
7222,toolmaker
7223,metal working machine tool setters and operators
7223,boring machine operator
7223,casting machine operator
7223,machine tool operator
7223,machine tool setter
7223,machine tool setter-operator
7223,metal turner
7223,metal working drilling machine setter-operator
7223,metal working honing machine setter-operator
7223,metal working lathe setter-operator
7223,metal working machine setter-operator
7223,metal working milling machine setter-operator
7223,metal working numerical control machine setter-operator
7223,metal working planning machine setter-operator
7223,metal working precision grinding-machine setter-operator
7223,rivet production machine operator
7223,tool production machine operator
7223,machine fabricator
7224,"metal polishers, wheel grinders and tool sharpeners"
7224,cutting instrument sharpener
7224,knife sharpener
7224,metal buffer
7224,metal finisher
7224,metal grinder
7224,metal polisher
7224,metal wheel-grinder
7224,saw repairer
7224,saw sharpener
7224,textile carding machine grinder
7224,tool grinder
7224,tool sharpener
7231,motor vehicle mechanics and repairers
7231,automotive brakes systems service technician
7231,automotive mechanic
7231,moped repairer
7231,motor truck mechanic
7231,motor vehicle engine and fuel systems service technician
7231,motor vehicle engine fitter
7231,motor vehicle mechanic
7231,motor vehicle mechatronics service technician
7231,motor vehicle repairer
7231,motor vehicle service technician
7231,motorcycle mechanic
7231,motorized rickshaw mechanic
7231,road transport diesel fitter
7231,small engine mechanic
7231,train mechanic
7231,motor mechanic
7231,motorcycle repairer
7231,truck mechanic
7231,car repairer
7231,surplus vehicle assembler
7231,automotive repairer
7231,helper mechanic
7232,aircraft engine mechanics and repairers
7232,aeromechanic
7232,aircraft airframes maintenance engineer
7232,aircraft engine fitter
7232,aircraft engines maintenance engineer
7232,aircraft maintenance assistant
7232,aircraft maintenance supervisor
7232,aircraft mechanic
7232,aircraft pneudraulic systems mechanic
7232,aircraft powerplant mechanic
7232,aircraft restorer
7232,aircraft service technician
7232,airframe and power plant mechanic
7232,airframe mechanic
7232,aviation maintenance technician
7232,helicopter mechanic
7232,jet engine mechanic
7232,rocket engine component mechanic
7233,agricultural and industrial machinery mechanics and repairers
7233,agricultural machinery erector-installer
7233,agricultural machinery fitter
7233,agricultural machinery greaser
7233,agricultural machinery mechanic
7233,agricultural machinery oiler
7233,construction machinery mechanic
7233,construction machinery repairer
7233,diesel engine mechanic (except motor vehicle)
7233,earth-moving equipment fitter
7233,farm machinery mechanic
7233,farm machinery repairer
7233,farm tractor mechanic
7233,heavy equipment mechanic
7233,hydraulic mechanic
7233,industrial machinery erector-installer
7233,industrial machinery fitter
7233,industrial machinery greaser
7233,industrial machinery oiler
7233,industrial plant mechanic
7233,industrial sewing machine mechanic
7233,loomfixers
7233,marine craft mechanic
7233,marine engine fitter
7233,marine machinery mechanic
7233,metalworking machine-tool fitter
7233,metalworking machine-tool mechanic
7233,mining machinery fitter
7233,mining machinery mechanic
7233,mining machinery repairer
7233,plant maintenance mechanic
7233,power plant mechanic
7233,printing machinery fitter
7233,printing machinery mechanic
7233,ship fitter
7233,stationary engine fitter
7233,stationary engine repairer
7233,steam-engine mechanic
7233,textile machinery fitter
7233,train engine fitter
7233,train engine repairer
7233,turbine fitter
7233,turbine mechanic
7233,woodworking machinery fitter
7233,woodworking machinery mechanic
7233,industrial machinery mechanic
7233,production machine maintenance
7233,maintenance staff and operator of mechanical drier
7234,bicycle and related repairers
7234,bicycle mechanic
7234,bicycle repairer
7234,perambulator repairer
7234,wheelchair repairer
7311,precision-instrument makers and repairers
7311,cannon-pinion adjuster
7311,instrument/meteorological maker
7311,"maker and repairer, instrument/surgical"
7311,optical instrument maker
7311,optical instrument repairer
7311,photographic equipment repairer
7311,precision instrument assembler
7311,precision instrument maker
7311,precision instrument repairer
7311,surgical instrument maker
7311,watch and clock assembler
7311,watch and clock repairer
7311,watchmaker
7311,precision-instrument maker
7311,surgical instruments maker
7311,watch repairer
7312,musical instrument makers and tuners
7312,accordion maker
7312,brass instrument maker
7312,brass instrument repairer
7312,metal wind instrument maker
7312,musical instrument tuner
7312,organ builder
7312,piano maker
7312,piano tuner
7312,stringed instrument maker
7312,woodwind instrument maker
7313,jewellery and precious metal workers
7313,jewelry enameller
7313,gem cutter/faceter
7313,gem setter
7313,gold cutter
7313,gold reclaimer
7313,goldbeater
7313,goldsmith
7313,jeweler
7313,"jewelry caster, by hand and machine"
7313,jewelry engraver
7313,"jewelry finishers, by hand and machine"
7313,jewelry polisher
7313,jewelry repairer
7313,precious metal leaf maker
7313,precious metal roller
7313,silversmith
7314,potters and related workers
7314,abrasive wheel molder
7314,brick and tile molder
7314,clay extruding-press operator
7314,decorators/lazers
7314,potter
7314,pottery and porcelain caster
7314,pottery and porcelain die-presser
7314,pottery and porcelain jiggerman
7314,pottery and porcelain maker
7314,pottery and porcelain modeler
7314,"pottery and porcelain presser, hand"
7314,pottery and porcelain thrower
7315,"glass makers, cutters, grinders, and finishers"
7315,glass blower
7315,glass edge grinder
7315,glass finisher
7315,glass grinder
7315,glass lens molder
7315,glass polisher
7315,glass scientific blower
7315,glass tinter
7315,glass tube bender
7315,optical glass cutter
7315,glass cutter
7315,glass aluminum fabricator
7315,mirror cutter
7316,"sign writers, decorative painters, engravers and etchers"
7316,brush painter
7316,ceramics decorator
7316,ceramics dipper
7316,ceramics painter
7316,ceramics spray painter
7316,decorative painter
7316,glass enameller
7316,glass engraver
7316,glass etcher
7316,glass painter
7316,glass sandblaster
7316,hand dipper
7316,"linoleum block engraver, hand"
7316,lithographic stone engraver
7316,metal engraving etcher
7316,"metal printing die engraver, hand"
7316,"metal printing plate engraver, hand"
7316,"metal printing roller engraver, hand/machine"
7316,mirror silverer
7316,photoengraver
7316,printing engraver
7316,printing plate retoucher
7316,"rubber and wood engraver, hand"
7316,sign-maker
7316,signwriter
7317,"handicraft workers in wood, basketry and related materials"
7317,basket maker
7317,basketry weaver
7317,"broom maker, hand"
7317,brush maker
7317,handicraft designer
7317,handicraft model maker
7317,"paper box maker, hand"
7317,paper handicraft worker
7317,rattan binder
7317,reed weaving handicraft worker
7317,wicker furniture maker
7317,wood carver
7317,wood cottage industry worker
7317,wooden articles handicraft worker
7317,bilao maker
7317,handicraft wood
7317,nipa maker
7317,handicraft basker maker
7317,abaca rope maker
7317,woven mat maker (banig maker)
7317,handicraft maker (gemstone tree)
7317,bamboo craft maker
7317,coconut broom maker
7317,nipa weaver
7317,necklace shell maker
7317,suft board maker
7317,stick broom maker
7317,amakan maker
7317,rattan weaver
7318,"handicraft workers in textile, leather and related materials"
7318,carpet handicraft worker
7318,carpet weaver
7318,cloth weaver
7318,fabric examiner
7318,fiber aide
7318,fiber blender
7318,fiber carder
7318,fiber classer
7318,fiber grader
7318,fiber lapper
7318,fiber mixer
7318,fiber picker
7318,fiber preparer
7318,hand braid maker
7318,hand crocheter
7318,hand-operated machine knitter
7318,jacquard loom cloth weaver
7318,knitter
7318,leather handicraft worker
7318,loom threader
7318,"net maker, hand"
7318,"tapestry maker, hand"
7318,textiles fiber comber
7318,textiles fiber drawer
7318,textiles fiber rover
7318,textiles handicraft worker
7318,thread and yarn spinner
7318,tie dye maker
7318,weaver
7318,wool dryer
7318,wool scourer
7318,wool washer
7318,textile handicraft worker
7318,fiber knotting
7318,leather gloves maker
7318,gloves maker
7318,net mender
7319,handicraft workers not elsewhere classified
7319,bar shampoo maker
7319,handicraft candle-maker
7319,metal toymaker
7319,soap maker
7319,stone articles handicraft worker
7319,toymaker (except metal)
7321,pre-press technicians
7321,compositor
7321,data scanner
7321,desktop publishing operator
7321,digitizer
7321,electronic pre-press technician
7321,linotype operator
7321,monotype keyboard operator
7321,photogravurist
7321,photolithographer
7321,printing plate maker
7321,screen maker
7321,screen printing plate mounter
7321,typesetter
7321,photogravure photographer
7322,printers
7322,block printer
7322,"developer, black and white"
7322,"developer, color"
7322,digital press operator
7322,digital printing operator
7322,flexographic press operator
7322,gravure press operator
7322,large sheet-fed press operator
7322,offset pressman
7322,offset printing press operator
7322,press roller maker
7322,printing feeder operator
7322,printing machine operator
7322,printing quality inspector
7322,rotogravure pressman
7322,screen printer
7322,screen printing press operator
7322,silk-screen printer
7322,silk-screen stencil cutter
7322,small press operator
7322,tarpaulin printer
7322,textile printer
7322,wallpaper printer
7322,web press operator
7322,print t-shirt
7322,printing staff
7322,t-shirt owner printer
7323,print finishing and binding workers
7323,binding bench worker
7323,book binder
7323,collator operator
7323,cutter operator
7323,foil stamp operator
7323,folder operator
7323,gatherer operator
7323,multibinder operator
7323,perfect binder operator
7323,saddle stitch operator
7323,small machine bindery worker
7411,building and related electricians
7411,building electrician
7411,building repairs electrician
7411,building wiring electrician
7411,electrical inspector
7411,electrician
7411,industrial electrician
7411,industrial wiring electrician
7411,maintenance electrician
7411,company electrician
7411,general electrician
7412,electrical mechanics and fitters
7412,armature builder
7412,auto electrician
7412,automotive electrician
7412,electric meter repairman
7412,electric motor and generator fitter
7412,electric motor repairman
7412,electrical tester
7412,electrical fitter (general)
7412,electrical generator fitter
7412,electrical mechanic
7412,lift mechanic
7412,plant electrician
7412,transformer repairman
7412,on call electrician
7413,electrical line installers and repairers
7413,cable jointers
7413,cable puller
7413,electric cable and line installer
7413,electric cable jointer
7413,electric power line worker
7413,electrical line installer
7413,technical lineman
7413,lineman
7413,lineman/electric power
7413,ride maintenance mechanic
7413,line cable installer
7413,electrical repairman
7413,solar panel installer
7414,electric vehicle mechanics and repairers
7414,electric vehicle (ev) mechanic
7414,electric vehicle (ev) repairer
7414,vehicle electrician
7421,electronics mechanics and servicers
7421,automated teller machines mechanic
7421,avionics aircraft maintenance engineer
7421,avionics technician
7421,electronic equipment servicer
7421,electronic mechanic
7421,office equipment technician
7421,office machinery fitter
7421,office machines mechanic
7421,photocopy machine technician
7421,radio mechanic
7421,reprographic equipment technician
7421,television repairer
7421,video electronics service/repairer
7421,electronics mechanic
7421,electronics mechanic and servicer
7421,electronic repairer
7421,appliances mechanic
7421,tv repairers
7421,cellphone repairer
7421,mobile technician
7422,information and communications technology installers and servicers
